1/4/2020,4,20
2/4/2020,1,21
3/4/2020,5,26
4/4/2020,6,32
5/4/2020,2,34
6/4/2020,4,38
7/4/2020,9,47
8/4/2020,11,58
9/4/2020,8,66
10/4/2020,11,77
11/4/2020,8,85
12/4/2020,14,99
13/4/2020,10,109
14/4/2020,13,122
15/4/2020,12,134
16/4/2020,8,142
17/4/2020,14,156
18/4/2020,16,172
19/4/2020,17,189
20/4/2020,10,199
21/4/2020,14,213
22/4/2020,12,225
23/4/2020,0,225
24/4/2020,25,250
25/4/2020,12,262
26/4/2020,10,272
27/4/2020,8,280
28/4/2020,11,291
29/4/2020,9,300
30/4/2020,12,312
1/5/2020,11,323
2/5/2020,12,335
3/5/2020,5,340
4/5/2020,11,351
5/5/2020,12,363
6/5/2020,10,373
7/5/2020,10,383
8/5/2020,9,392
9/5/2020,13,405
10/5/2020,8,413
11/5/2020,8,421
12/5/2020,4,425
13/5/2020,5,430
14/5/2020,6,436
15/5/2020,6,442
16/5/2020,6,448
17/5/2020,3,451
18/5/2020,11,462
19/5/2020,5,467
20/5/2020,3,470
21/5/2020,3,473
22/5/2020,3,476
23/5/2020,6,482
24/5/2020,4,486
25/5/2020,5,491
26/5/2020,8,499
27/5/2020,6,505
28/5/2020,4,509
29/5/2020,8,517
30/5/2020,0,517
31/5/2020,7,524
1/6/2020,2,526
2/6/2020,6,532
3/6/2020,2,534
4/6/2020,0,534
5/6/2020,5,539
6/6/2020,3,542
7/6/2020,0,542
8/6/2020,0,542
9/6/2020,6,548
10/6/2020,2,550
11/6/2020,1,551
12/6/2020,2,553
13/6/2020,2,555
14/6/2020,4,559
15/6/2020,4,563
16/6/2020,2,565
17/6/2020,2,567
18/6/2020,1,568
19/6/2020,0,568
20/6/2020,2,570
21/6/2020,0,570
22/6/2020,2,572
23/6/2020,1,573
24/6/2020,0,573
25/6/2020,3,576
26/6/2020,1,577
27/6/2020,1,578
28/6/2020,0,578
29/6/2020,3,581
30/6/2020,4,585
1/7/2020,0,585
2/7/2020,1,586
3/7/2020,1,587
4/7/2020,1,588
5/7/2020,1,589
6/7/2020,0,589
7/7/2020,0,589
8/7/2020,0,589
9/7/2020,0,589
10/7/2020,2,591
11/7/2020,2,593
12/7/2020,2,595
13/7/2020,0,595
14/7/2020,0,595
15/7/2020,0,595
16/7/2020,0,595
17/7/2020,0,595
18/7/2020,0,595
19/7/2020,1,596
20/7/2020,0,596
21/7/2020,0,596
22/7/2020,0,596
23/7/2020,0,596
24/7/2020,0,596
25/7/2020,0,596
26/7/2020,0,596
27/7/2020,0,596
28/7/2020,0,596
29/7/2020,0,596
30/7/2020,0,596
31/7/2020,0,596
1/8/2020,0,596
2/8/2020,1,597
3/8/2020,0,597
4/8/2020,0,597
5/8/2020,1,598
6/8/2020,1,599
7/8/2020,1,600
8/8/2020,2,602
9/8/2020,0,602
10/8/2020,0,602
11/8/2020,3,605
12/8/2020,0,605
13/8/2020,0,605
14/8/2020,2,607
15/8/2020,0,607
16/8/2020,0,607
17/8/2020,1,608
18/8/2020,1,609
19/8/2020,0,609
20/8/2020,0,609
21/8/2020,0,609
22/8/2020,2,611
23/8/2020,0,611
24/8/2020,2,613
25/8/2020,0,613
26/8/2020,1,614
27/8/2020,0,614
28/8/2020,0,614
29/8/2020,0,614
30/8/2020,0,614
31/8/2020,0,614
1/9/2020,1,615
2/9/2020,1,616
3/9/2020,3,619
4/9/2020,1,620
5/9/2020,1,621
6/9/2020,3,624
7/9/2020,0,624
8/9/2020,1,625
9/9/2020,1,626
10/9/2020,2,628
11/9/2020,2,630
12/9/2020,1,631
13/9/2020,2,633
14/9/2020,4,637
15/9/2020,5,642
16/9/2020,12,654
17/9/2020,9,663
18/9/2020,6,669
19/9/2020,6,675
20/9/2020,8,683
21/9/2020,3,686
22/9/2020,8,694
23/9/2020,8,702
24/9/2020,7,709
25/9/2020,9,718
26/9/2020,12,730
27/9/2020,6,736
28/9/2020,13,749
29/9/2020,8,757
30/9/2020,8,765
1/10/2020,16,781
2/10/2020,17,798
